page,num,sub,pos,ctx,title,resolves,overlap
README.md,192,,98034,"position S is the source** (`#289`), **shame is not where that non-invariance lives.** | `#179` `#184` `#186` `#192` `#201` `#229` `#230` `#231` `#232` `#235` `#236` `#237` `#238` `#239`",同一把尺下内容侧确实更受性别影响;而 `#188` 的分工图有一部分是控制勾选数造的,1,0
README.md,201,,98041,"n S is the source** (`#289`), **shame is not where that non-invariance lives.** | `#179` `#184` `#186` `#192` `#201` `#229` `#230` `#231` `#232` `#235` `#236` `#237` `#238` `#239` `#241`","⚠ 撤回「媒介偏好」这个名字:`animated` 与 `written` 相关 +0.25,不是二选一",1,0
README.md,229,,98048,"the source** (`#289`), **shame is not where that non-invariance lives.** | `#179` `#184` `#186` `#192` `#201` `#229` `#230` `#231` `#232` `#235` `#236` `#237` `#238` `#239` `#241` `#290`","宽度有形状,而它的第一个名字是「体液」",1,0
README.md,230,,98055,"rce** (`#289`), **shame is not where that non-invariance lives.** | `#179` `#184` `#186` `#192` `#201` `#229` `#230` `#231` `#232` `#235` `#236` `#237` `#238` `#239` `#241` `#290` | ⚠ **","通向羞耻的路不止一条,而新的那条略强一点",1,0
README.md,231,,98062,"`#289`), **shame is not where that non-invariance lives.** | `#179` `#184` `#186` `#192` `#201` `#229` `#230` `#231` `#232` `#235` `#236` `#237` `#238` `#239` `#241` `#290` | ⚠ **`#360`:","在人人都去的地方敞开的人,羞耻更少",1,0
README.md,232,,98069,", **shame is not where that non-invariance lives.** | `#179` `#184` `#186` `#192` `#201` `#229` `#230` `#231` `#232` `#235` `#236` `#237` `#238` `#239` `#241` `#290` | ⚠ **`#360`: that +","两条完全不同的路,通向同一种感觉",1,0
README.md,235,,98076,me is not where that non-invariance lives.** | `#179` `#184` `#186` `#192` `#201` `#229` `#230` `#231` `#232` `#235` `#236` `#237` `#238` `#239` `#241` `#290` | ⚠ **`#360`: that +0.1185 ,"感觉是稳的,地图是随题目走的",1,0
README.md,236,,98083,ot where that non-invariance lives.** | `#179` `#184` `#186` `#192` `#201` `#229` `#230` `#231` `#232` `#235` `#236` `#237` `#238` `#239` `#241` `#290` | ⚠ **`#360`: that +0.1185 is one ,"一个人真正独特的地方,从第二维才开始",1,0
README.md,237,,98090,e that non-invariance lives.** | `#179` `#184` `#186` `#192` `#201` `#229` `#230` `#231` `#232` `#235` `#236` `#237` `#238` `#239` `#241` `#290` | ⚠ **`#360`: that +0.1185 is one point o,"一个贴着天花板的统计量,和一个线性响应的统计量,数值上不可比",1,0
README.md,238,,98097,non-invariance lives.** | `#179` `#184` `#186` `#192` `#201` `#229` `#230` `#231` `#232` `#235` `#236` `#237` `#238` `#239` `#241` `#290` | ⚠ **`#360`: that +0.1185 is one point on a mon,"羞耻贴的不是你后来走进去的地方,是你最早就想要的东西有多冷门",1,0
README.md,239,,98104,ariance lives.** | `#179` `#184` `#186` `#192` `#201` `#229` `#230` `#231` `#232` `#235` `#236` `#237` `#238` `#239` `#241` `#290` | ⚠ **`#360`: that +0.1185 is one point on a monotone c,"一个改变了样本的控制,改变的是估计目标本身",1,0
README.md,241,,98111, lives.** | `#179` `#184` `#186` `#192` `#201` `#229` `#230` `#231` `#232` `#235` `#236` `#237` `#238` `#239` `#241` `#290` | ⚠ **`#360`: that +0.1185 is one point on a monotone curve.**,"我写的第一版扫描,给出的正是我最想听的那个答案",1,0
README.md,290,,98118,** | `#179` `#184` `#186` `#192` `#201` `#229` `#230` `#231` `#232` `#235` `#236` `#237` `#238` `#239` `#241` `#290` | ⚠ **`#360`: that +0.1185 is one point on a monotone curve.** Across,"S 在两组间意味着不同的东西,但不同的地方不在羞耻上",1,0
README.md,360,,98131,#184` `#186` `#192` `#201` `#229` `#230` `#231` `#232` `#235` `#236` `#237` `#238` `#239` `#241` `#290` | ⚠ **`#360`: that +0.1185 is one point on a monotone curve.** Across coverage thr,"页面上那个 +0.1185,坐在一条从 +0.172 走到 −0.002 的单调曲线中间",1,0
README.md,363,,98831,"ite of measurement-error attenuation, and this project cannot separate sample from estimate quality here. ⚠ **`#363`: and the decline is specific to shame.** Running the same six-thresho",那个下降几乎只发生在羞耻上,1,0
README.md,201,,100138,"ks **shame**, while *which specific things you like* tracks `animated`/`written` and **gender identity**. ⚠ **`#201` withdraws the ""medium (drawn vs written)"" reading**: `corr(animated, ","⚠ 撤回「媒介偏好」这个名字:`animated` 与 `written` 相关 +0.25,不是二选一",1,2
README.md,192,,100751," its shame correlation **+0.1185** — the clean division of labour appears only once pick count is held fixed (`#192`). ⚠ **The orthogonality is constructed, and the raw dimensions are no",同一把尺下内容侧确实更受性别影响;而 `#188` 的分工图有一部分是控制勾选数造的,1,0
README.md,129,,100952," all**: `corr(S, C) = +0.4323` at the person level, so `corr(S, C_resid) = 0` is a definition, not a finding (`#129` `#189d`) — these are *one dimension and what is left of another after","特质链接不是覆盖度;而一次尺度不匹配的残差化,把两轮的 `corr(·,S)` 变成了负的勾选数",1,1
README.md,189,d,100959," `corr(S, C) = +0.4323` at the person level, so `corr(S, C_resid) = 0` is a definition, not a finding (`#129` `#189d`) — these are *one dimension and what is left of another after subtrac","那个 −0.41 的「结局层耦合」是我自己用残差化造出来的,而四道闸全绿",1,0
README.md,227,,101197,"nt score is a cross-person principal component, so purely idiosyncratic combinations are invisible to it  ⚠ **`#227` — 这个「内容」维度的正名是 breadth（你对多少东西说「是」），不是内容口味**：the block-level principal","尺子装对之后:第三个维度的正名是 breadth,而 `#189` 的三个方向活着",1,1
README.md,188,,101481,"ign, and 17 of the 32 blocks pointed one way while 15 pointed the other, so every content person-score behind `#188`/`#189` is a partially cancelling ±breadth mixture. Aligned by **leave","⚠ 收窄 `#187`:内容残差不是噪声,它只是不预测羞耻 —— 它预测媒介与性别身份",1,0
README.md,189,,101488,"d 17 of the 32 blocks pointed one way while 15 pointed the other, so every content person-score behind `#188`/`#189` is a partially cancelling ±breadth mixture. Aligned by **leave-one-ou","那个 −0.41 的「结局层耦合」是我自己用残差化造出来的,而四道闸全绿",1,0
README.md,228,,102745," depend on any of this**: it is +0.8320 aligned and **+0.5154 unaligned**, both above the registered 0.5  ⚠ **`#228` — and that breadth is not a single response style**: split the option","「对什么都说是」的人,其实不是对什么都说是",1,0
README.md,188,,103651," refutes «breadth is *only* a global response style», **not** «the global level contains no response style» | `#188` `#189` `#192` `#201` `#227` `#228` | | **A person's own uncommon inte","⚠ 收窄 `#187`:内容残差不是噪声,它只是不预测羞耻 —— 它预测媒介与性别身份",1,0
README.md,189,,103658,"s «breadth is *only* a global response style», **not** «the global level contains no response style» | `#188` `#189` `#192` `#201` `#227` `#228` | | **A person's own uncommon interests s","那个 −0.41 的「结局层耦合」是我自己用残差化造出来的,而四道闸全绿",1,0
README.md,192,,103665,"dth is *only* a global response style», **not** «the global level contains no response style» | `#188` `#189` `#192` `#201` `#227` `#228` | | **A person's own uncommon interests sit ahea",同一把尺下内容侧确实更受性别影响;而 `#188` 的分工图有一部分是控制勾选数造的,1,0
README.md,201,,103672,"*only* a global response style», **not** «the global level contains no response style» | `#188` `#189` `#192` `#201` `#227` `#228` | | **A person's own uncommon interests sit ahead of th","⚠ 撤回「媒介偏好」这个名字:`animated` 与 `written` 相关 +0.25,不是二选一",1,0
README.md,227,,103679,"a global response style», **not** «the global level contains no response style» | `#188` `#189` `#192` `#201` `#227` `#228` | | **A person's own uncommon interests sit ahead of their own","尺子装对之后:第三个维度的正名是 breadth,而 `#189` 的三个方向活着",1,0
README.md,228,,103686,"l response style», **not** «the global level contains no response style» | `#188` `#189` `#192` `#201` `#227` `#228` | | **A person's own uncommon interests sit ahead of their own common","「对什么都说是」的人,其实不是对什么都说是",1,0
README.md,114,,104135," bin vs the person's own repertoire) reproduces it independently: +0.0767 with the schedule removed, 14.5×**. `#114`'s recall bias contributes only **4%**, and with the opposite sign. ⚠ ","记忆把心爱的兴趣往前拉,约 0.74 年;这是这个数据集里第一个被直接量出来的回忆偏差",1,0
README.md,211,,104213," the schedule removed, 14.5×**. `#114`'s recall bias contributes only **4%**, and with the opposite sign. ⚠ **`#211` adds the boundary this claim never had**: rerun through the same pipe",⚠ `#128` 的 Δ 只由 14 岁之后的起始年龄扛着:三个受限档全部不可分辨,1,0
README.md,213,,104699,"n rarity sd *rises*, 0.473 → 0.533). **So Δ is carried by later onsets and is absent among early ones** — and `#213` shows there is **no threshold at 14**: sweeping the cut from 10 to 20","没有十四岁这个门槛:曲线是单调的,「越晚的那一段越强」",1,0
README.md,218,,105075," sweep's resolution is the 2-year onset bins, i.e. ~5 distinct cuts, and the right end rests on n=1,944.) ⚠ **`#218` bounds the right end**: the c=18 point's own null depends heavily on ","⚠ 晚半有多强没有唯一的数;而在项目最常用的那个零下,负对照直接失败",1,0
README.md,212,,105459,"null (the scheme this project uses most) the negative control **fails**: margins alone reproduce 65% of it. **`#212` separates the two readings and it is the window, not the artifact**: ","分开了:是发育窗口,不是截断假象 —— 这件事发生在十四岁之后",1,0
README.md,243,,106112,s itself age-selected (contributor median age 26.5 vs 22.5) and its permutation null is 30% of the effect ⚠ **`#243` — and it is not a population effect at all**: split people by whether,"全样本的 Δ 不是一个人群效应,是两群反号的人的混合",1,0
README.md,114,,107001,"cel.** ⚠ ""Early"" here means *reported* ≥8 onsets by 14, which carries both really-early and remembered-early (`#114`) ⚠ **`#245` replaces the two groups with one continuous line**: index","记忆把心爱的兴趣往前拉,约 0.74 年;这是这个数据集里第一个被直接量出来的回忆偏差",1,0
README.md,245,,107013,"rly"" here means *reported* ≥8 onsets by 14, which carries both really-early and remembered-early (`#114`) ⚠ **`#245` replaces the two groups with one continuous line**: index each person","不存在两类人,存在一条穿过 17 岁半的线",1,0
README.md,247,,107819,"cator is not nothing — going continuous assumes linearity, and that residue is where the assumption fails ⚠ **`#247` — the population number is the average height of a landscape**: index","那个数字不是一个人群的性质,是一片地形的平均高度",1,0
README.md,128,,108661,"edge: `rate`'s denominator is a *recalled* age span, so people who compress their memories get a large rate | `#128` `#130` `#211` `#212` `#213` `#218` `#243` `#245` `#247` | | **The map",不寻常的东西一开始就在那里;而一遍双向去均值把这个结论的符号弄反了,1,0
README.md,130,,108668,"rate`'s denominator is a *recalled* age span, so people who compress their memories get a large rate | `#128` `#130` `#211` `#212` `#213` `#218` `#243` `#245` `#247` | | **The map's stro","人群从常见处开始,而每个人都在共享曲线上提前了自己那一份",1,0
README.md,211,,108675," denominator is a *recalled* age span, so people who compress their memories get a large rate | `#128` `#130` `#211` `#212` `#213` `#218` `#243` `#245` `#247` | | **The map's strongest p",⚠ `#128` 的 Δ 只由 14 岁之后的起始年龄扛着:三个受限档全部不可分辨,1,0
README.md,212,,108682,"nator is a *recalled* age span, so people who compress their memories get a large rate | `#128` `#130` `#211` `#212` `#213` `#218` `#243` `#245` `#247` | | **The map's strongest psycholo","分开了:是发育窗口,不是截断假象 —— 这件事发生在十四岁之后",1,0
README.md,213,,108689,"s a *recalled* age span, so people who compress their memories get a large rate | `#128` `#130` `#211` `#212` `#213` `#218` `#243` `#245` `#247` | | **The map's strongest psychologically","没有十四岁这个门槛:曲线是单调的,「越晚的那一段越强」",1,0
README.md,218,,108696,"called* age span, so people who compress their memories get a large rate | `#128` `#130` `#211` `#212` `#213` `#218` `#243` `#245` `#247` | | **The map's strongest psychologically-anchor","⚠ 晚半有多强没有唯一的数;而在项目最常用的那个零下,负对照直接失败",1,0
README.md,243,,108703," age span, so people who compress their memories get a large rate | `#128` `#130` `#211` `#212` `#213` `#218` `#243` `#245` `#247` | | **The map's strongest psychologically-anchored divi","全样本的 Δ 不是一个人群效应,是两群反号的人的混合",1,0
README.md,245,,108710,"an, so people who compress their memories get a large rate | `#128` `#130` `#211` `#212` `#213` `#218` `#243` `#245` `#247` | | **The map's strongest psychologically-anchored dividing li","不存在两类人,存在一条穿过 17 岁半的线",1,0
README.md,247,,108717,people who compress their memories get a large rate | `#128` `#130` `#211` `#212` `#213` `#218` `#243` `#245` `#247` | | **The map's strongest psychologically-anchored dividing line is n,"那个数字不是一个人群的性质,是一片地形的平均高度",1,0
README.md,139,,109549,e is small (0.033–0.088). ⚠ **The model-level direction is withdrawn**: a naming-independent structural test (`#139`) shows PC4's two sides are **no more non-isomorphic than any other sp,`#138f` 降级;真正结构不对称的是早/晚那条线,1,0
README.md,138,,109698,"more non-isomorphic than any other split** (0.8×), so this line is compatible with both model A and model B | `#138` `#139` | | **Sex anchors ""the sexual"" itself, not one family within i","版图的主分界线不是""先来后到"",是""物件 vs 叙事""",1,0
README.md,139,,109705,"n-isomorphic than any other split** (0.8×), so this line is compatible with both model A and model B | `#138` `#139` | | **Sex anchors ""the sexual"" itself, not one family within it** | e",`#138f` 降级;真正结构不对称的是早/晚那条线,1,0
README.md,137,,110225,"eakest of the six**. The two families differ in organisation and in arrival, but not in **external causes** | `#137` | | **The relational family arrives together yet contains several ind",两族不是两样东西:早/晚这条线在外部锚上是六个里最弱的,1,0
README.md,139,,111039,ndom-loading floor of 0.349) — the relational family is the **intersection** of three near-independent axes | `#139` `#140` | | **What arrives early is scattered; what arrives late is a ,`#138f` 降级;真正结构不对称的是早/晚那条线,1,0
README.md,140,,111046,ading floor of 0.349) — the relational family is the **intersection** of three near-independent axes | `#139` `#140` | | **What arrives early is scattered; what arrives late is a set** |,"关系族装的就是 A02 那三条轴;而那个""零""是 0.349,不是 0",1,0
README.md,75,,111990,"hing arriving in order; it is two kinds of thing, differently organised, arriving differently** — a dimension `#75`'s schedule does not have. ⚠ Connectivity has **no knee** (1.6×), so """,CLOSURE: the cap cost precision and cost no verdict,1,0
README.md,135,,112115,"e does not have. ⚠ Connectivity has **no knee** (1.6×), so ""closes at 17"" holds only for the category count | `#135` `#136` | | **For a third of people the map closed at 17; for the rest","没有边界,但有两族:早来的东西是散的,晚来的东西是一整套",1,0
README.md,136,,112122,"not have. ⚠ Connectivity has **no knee** (1.6×), so ""closes at 17"" holds only for the category count | `#135` `#136` | | **For a third of people the map closed at 17; for the rest it ope","「一整套」是字面意义的:关系族一起到,具体族一个一个到",1,0
README.md,114,,112451,"es are **less connected** to their earlier ones, retaining 89% after stripping rarity at the pair level, with `#114` opposite-signed, and **all five age bands agreeing in sign (5.3–10.9×","记忆把心爱的兴趣往前拉,约 0.74 年;这是这个数据集里第一个被直接量出来的回忆偏差",1,0
README.md,133,,112934,"plit is unresolvable (1.0×) — the phenomenon is tied to absolute age, not to ""later in your own sequence""** | `#133` `#134` | | **The sexual map is largely fixed by the end of adolescenc","成年后加进来的不是旁边那一块,是别处;而三分之一的人版图在 17 岁就关上了",1,0
README.md,134,,112941," unresolvable (1.0×) — the phenomenon is tied to absolute age, not to ""later in your own sequence""** | `#133` `#134` | | **The sexual map is largely fixed by the end of adolescence** | A","反向回忆的印记不存在;但那个效应绑在绝对年龄上,而它的量级要降级",1,0
README.md,132,,113447,"s puts a time boundary on model C: if recursive reshaping exists, its window is mostly inside adolescence** | `#132` | | **At the population level the map really does start from what eve",审查解释不掉 Δ;而性版图在青春期结束时就基本定型了,1,0
README.md,147,,113886," resolvably negative (17.5–27.3×) — the effect is universal, independent of how many things a person likes** (`#147`). ⚠ `#146`'s ""the broader your taste the stronger it is"" is **withdra",`#130a` 得救而且是普遍的;而 `#146` 的广度联系是一条算术界,1,0
README.md,146,,113897," negative (17.5–27.3×) — the effect is universal, independent of how many things a person likes** (`#147`). ⚠ `#146`'s ""the broader your taste the stronger it is"" is **withdrawn**: the r","Δ 的量级由""谁够格进入分析""决定,而那就是广度",1,0
README.md,148,,114290,"oes not explain it either (PC4 only 0.2×), nor does rarity dispersion (+0.191). **The mechanism is located** (`#148` `#152`): **it is the shared developmental schedule projected onto eac","机制找到了:那不是关于个人的,是共享时间表投影到每个人身上的样子",1,0
README.md,152,,114297," explain it either (PC4 only 0.2×), nor does rarity dispersion (+0.191). **The mechanism is located** (`#148` `#152`): **it is the shared developmental schedule projected onto each perso","方向立住,量级撤回:`#148a` 的分母错了,比值被高估 14 倍",1,0
README.md,148,,114526,"chedule all explain most of it, sign consistent (61%–104%)**. ⚠ **The magnitude is specification-dependent**: `#148`'s ""80%, exceeding a random baseline by 44 points at 20.0×"" is **withd","机制找到了:那不是关于个人的,是共享时间表投影到每个人身上的样子",1,0
README.md,159,,114828,"t reading is **61 ± 44 points = 1.4×, unresolvable**. The remaining **9.4×** was taken to be ""personal"" — and `#159` shows **it is almost not about people at all**: split a person's inte","那 20% 几乎不是关于人的,它是关于东西的",1,0
README.md,149,,115275,"ater than the shared schedule predicts, and it is the same profile for entirely different groups of people.** `#149` says **that part is real but not a trait**: two independent readings ","那 20% 是真的,但它不是一个特质",1,0
README.md,100,,115529,"0.0910** on the person's **other** half (6.3× smaller). **What uncommon things you like is a stable property (`#100`: +0.4611, 23.1×); when you got them is not.** ⚠ **Mechanism UNVERIFIE","a reliable person-level trait in WHICH options are endorsed, independent of HOW MANY",1,1
README.md,130,,115902,"unrelated to rarity (+0.011). The left-tail explanation is dead (−0.091). **Effect stable, mechanism open** | `#130` `#131` | | **The rarer a person's eventual taste, the larger that hea","人群从常见处开始,而每个人都在共享曲线上提前了自己那一份",1,0
README.md,131,,115909,"ed to rarity (+0.011). The left-tail explanation is dead (−0.091). **Effect stable, mechanism open** | `#130` `#131` | | **The rarer a person's eventual taste, the larger that head start","66.852% 保住了;而""跳过排不出来的对""值 12.9 个百分点",1,0
README.md,114,,116205,"*, three matching specifications agreeing at 85–100%, permutation null 17%, planted positive control +0.5878. `#114`'s recall bias contributes 39%. **It reproduces on a discrete statisti","记忆把心爱的兴趣往前拉,约 0.74 年;这是这个数据集里第一个被直接量出来的回忆偏差",1,0
README.md,150,,116315,"`#114`'s recall bias contributes 39%. **It reproduces on a discrete statistic: matched +0.0532, 5.1×**. **And `#150`'s pre-registered point prediction landed**: measured instead as ""how ","预注册的点预测命中了;而""一致""仍然不等于""证明了相同""",1,0
README.md,151,,116690,"NSISTENT, not PROVEN: the equivalence bound can only exclude a discrepancy larger than 86% of the effect, and `#151` shows **this release has no instrument that can weld it shut** (force","强制选择没放大效应,它更吵;而""更干净""不等于""更好""",1,0
README.md,128,,116893,"er per item but has only 10 blocks; reliability 0.252 vs 0.461, and the net result is a loss of resolution) | `#128` `#129` `#130` `#150` `#151` | | **Its only external anchor that holds",不寻常的东西一开始就在那里;而一遍双向去均值把这个结论的符号弄反了,1,0
README.md,129,,116900,"item but has only 10 blocks; reliability 0.252 vs 0.461, and the net result is a loss of resolution) | `#128` `#129` `#130` `#150` `#151` | | **Its only external anchor that holds is sex","特质链接不是覆盖度;而一次尺度不匹配的残差化,把两轮的 `corr(·,S)` 变成了负的勾选数",1,0
README.md,130,,116907,"t has only 10 blocks; reliability 0.252 vs 0.461, and the net result is a loss of resolution) | `#128` `#129` `#130` `#150` `#151` | | **Its only external anchor that holds is sex** | +0","人群从常见处开始,而每个人都在共享曲线上提前了自己那一份",1,0
README.md,150,,116914,"nly 10 blocks; reliability 0.252 vs 0.461, and the net result is a loss of resolution) | `#128` `#129` `#130` `#150` `#151` | | **Its only external anchor that holds is sex** | +0.093 (d","预注册的点预测命中了;而""一致""仍然不等于""证明了相同""",1,0
README.md,151,,116921,"blocks; reliability 0.252 vs 0.461, and the net result is a loss of resolution) | `#128` `#129` `#130` `#150` `#151` | | **Its only external anchor that holds is sex** | +0.093 (disatten","强制选择没放大效应,它更吵;而""更干净""不等于""更好""",1,0
README.md,154,,117145,"056, **openness only +0.023** — it is not general novelty seeking. **The null's strength is now quantified** (`#154`): a single curveball null can by itself produce personality correlati",我重抽的是一个已被取代的轮次;而那 10 抽仍然证明了 `R15` 的三次平均是必要的,1,0
README.md,101,,117374,"ged three draws, leaving a residual of ≈0.004 — a 23× margin. **This claim is safe by design, not by luck** | `#101` `#102` `#154` | | **People remember their most-loved sexual interests","the trait tracks WHEN interests were acquired, more than it tracks personality",1,1
README.md,102,,117381,"ee draws, leaving a residual of ≈0.004 — a 23× margin. **This claim is safe by design, not by luck** | `#101` `#102` `#154` | | **People remember their most-loved sexual interests as arr","the onset link does not survive its own matched null, and my gate checked the null against a number instead of against the effect",1,0
README.md,154,,117388,"s, leaving a residual of ≈0.004 — a 23× margin. **This claim is safe by design, not by luck** | `#101` `#102` `#154` | | **People remember their most-loved sexual interests as arriving a",我重抽的是一个已被取代的轮次;而那 10 抽仍然证明了 `R15` 的三次平均是必要的,1,0
README.md,153,,117596,"er** | −0.2000 years per rating sd (**19.8× SE**); a within-category shuffle null is **0–11%** of the effect (`#153`: the original round drew it **once**, and that draw was the smallest ",单次抽样的零不自动致命;伤害 = 零的实现 sd ÷ 效应,1,0
README.md,162,,117942,"the entire maturation schedule rests on top of it**. ⚠ **It is a population regularity, not a personal one** (`#162`): the per-person slope's split-half reliability is **at or below its ",回忆偏差是所有人共有的;而它的效应比它自己零的噪声还小,1,0
README.md,114,,118300,"ilure. **""Some people are more prone than others to remembering their favourites as early"" does not hold.** | `#114` `#162` | | **And that memory distortion deepens with time, nearly dou","记忆把心爱的兴趣往前拉,约 0.74 年;这是这个数据集里第一个被直接量出来的回忆偏差",1,0
README.md,162,,118307,"**""Some people are more prone than others to remembering their favourites as early"" does not hold.** | `#114` `#162` | | **And that memory distortion deepens with time, nearly doubling o",回忆偏差是所有人共有的;而它的效应比它自己零的噪声还小,1,0
README.md,119,,118632,"osite-signed**, so correcting only amplifies. **It is not generated at the moment of answering the survey** | `#119` | | **Among interests of the same kind, which one came first predicts","回忆畸变随年龄增强,所以它不是纯粹的""报告时刻建构"";而""伪影是否为零""一直是错的问题",1,0
README.md,107,,119037,"level** — its sibling claim (""the earlier it arrives the more central it is"") died on exactly that confound | `#107` `#110` `#116` `#117` | | **And the remaining preferences are pulled t","顺序的痕迹不是「你是哪一类人」:跨类对的效应被类型吸收殆尽,同类对的存活",1,0
README.md,110,,119044," — its sibling claim (""the earlier it arrives the more central it is"") died on exactly that confound | `#107` `#110` `#116` `#117` | | **And the remaining preferences are pulled toward w","顺序效应在对的零上是 +0.0285(8.6× SE);剂量再次被自己的对照挡下,而这次机制查清了",1,0
README.md,116,,119051,"sibling claim (""the earlier it arrives the more central it is"") died on exactly that confound | `#107` `#110` `#116` `#117` | | **And the remaining preferences are pulled toward whicheve","顺序效应挺过了杀死它兄弟的那个混淆,而且原因是设计结构上的",1,0
README.md,117,,119058," claim (""the earlier it arrives the more central it is"") died on exactly that confound | `#107` `#110` `#116` `#117` | | **And the remaining preferences are pulled toward whichever came ","零修对后效应站得更稳;而""先来的把其余偏好拉向自己""刚过线",1,0
README.md,118,,119539,"eeded"" is withdrawn; the ratio's first decimal is itself inside the bootstrap noise (20 seeds: 3.023–3.163) | `#118` `#142`, labelled DESCRIPTION: direction does not discriminate causali","方向命题从 2.1× 升到 3.1×,但不是因为我预测的理由;而它原来的正对照是一个恒等式",1,0
README.md,142,,119546,"is withdrawn; the ratio's first decimal is itself inside the bootstrap noise (20 seeds: 3.023–3.163) | `#118` `#142`, labelled DESCRIPTION: direction does not discriminate causality | | ","`#118` 宣布的""加强""没有发生,而它的判定压在一个落进噪声带的常数上",1,0
README.md,141,,120210, in the middle band (0.45 < 0.605 < 0.70) → **UNVERIFIED**: neither one construct nor confirmed distinct. ⚠ **`#141` is withdrawn in full** — it re-priced the claim by re-running `A02/R0,"A02 的结论站得住,但它引用错了自己的证据;而我的路标前提是错的",1,0
README.md,143,,120479,"ecommended quoting the **observed** correlation (0.112), which is precisely the attenuated one | `Entry 24` · `#143` | | **""Extreme"" is not one axis; it is two mutually exclusive directi",`#141` 整条撤回:我审计的是一个 118 条之前就已作废的版本,1,0
README.md,26,,121423,"eparable in this release). ⚠ But the step ""85% of that is response style"" was downgraded to **UNVERIFIED** by `#26` — every item is erotic content with no reverse-keying, so general agr",a pre-registered kill that passed while the real problem sat next to it,1,1
README.md,26,,121582,"rse-keying, so general agreeableness and general erotic endorsement are not separable in this release | A06 · `#26` |  ---  # What was retracted (kept here because I once reported it)  ",a pre-registered kill that passed while the real problem sat next to it,1,0
README.md,67,,121923,"f the loader deleted the rival; and within a block base rate ≡ content, so that contrast can never adjudicate `#67` `#69` `#70` | | ""Domain-general beats domain-specific, 186/276"" | **I","the epoch is named after the smaller of the two components, and the loader deleted the larger one first",1,2
README.md,69,,121929,"loader deleted the rival; and within a block base rate ≡ content, so that contrast can never adjudicate `#67` `#69` `#70` | | ""Domain-general beats domain-specific, 186/276"" | **Inverte","the item main effect is 1+1=2, and the algebra was checkable in one line",1,0
README.md,70,,121935," deleted the rival; and within a block base rate ≡ content, so that contrast can never adjudicate `#67` `#69` `#70` | | ""Domain-general beats domain-specific, 186/276"" | **Inverted: 0 g","the epoch title was two questions wearing one sentence, and the answer differs between them",1,0
README.md,82,,122106,"*Inverted: 0 general / 201 specific** | The 186 was a −0.135 estimator handicap I had given the specific side `#82` | | ""The three components are the same size (in predictability), 1.05",#71 inverts: the person-side readout is mostly assembled PER DOMAIN,1,1
README.md,86,,122299,"ithdrawn** | Subtracting a null does not fix an estimator; it charges the estimator's failure to the estimand `#86` `#87` `#88` | | ""A minority concentrates on rare options"" | **Wording","a null correction credits a component with the DAMAGE its estimator does, and 87% of the person effect's correction was that",1,3
README.md,87,,122305,"wn** | Subtracting a null does not fix an estimator; it charges the estimator's failure to the estimand `#86` `#87` `#88` | | ""A minority concentrates on rare options"" | **Wording withd","the −0.19 floor is an estimator artifact, and my own comparison let one arm peek at the test set",1,1
README.md,88,,122311," Subtracting a null does not fix an estimator; it charges the estimator's failure to the estimand `#86` `#87` `#88` | | ""A minority concentrates on rare options"" | **Wording withdrawn, ","with nothing subtracted anywhere, the item effect is 3.5–5.6× the interaction, and `#85`'s tie was the correction machinery",1,0
README.md,99,,122452,"tes on rare options"" | **Wording withdrawn, existence retained** | It is a symmetric widening, not a subgroup `#99` | | ""The earlier something enters the map, the more central it is"" | ","the check eleven rounds never ran: the distribution is symmetrically WIDER, not one-sidedly elevated",1,0
README.md,115,,122618,"e central it is"" | **Withdrawn, 10% remains** | That was not time, it was ""people who rate everything highly"" `#115` | | ""The trait tracks earlier acquisition age"" | **Withdrawn** | −0.0","`#112a` 撤回:那不是""早到来的东西在中心"",是""什么都给高分的人""",1,0
README.md,102,,122753,"cks earlier acquisition age"" | **Withdrawn** | −0.030 against a null of −0.028; the null is 91% of the effect `#102` | | ""The √n accumulation across blocks reflects latent structure"" | *","the onset link does not survive its own matched null, and my gate checked the null against a number instead of against the effect",1,3
README.md,64,,122900,"s blocks reflects latent structure"" | **Inverted** | At fixed budget, more blocks is worse; it is ordinary √N `#64` |  ---  # What this data cannot do (each measured, not guessed)  | Ca","at equal data, fragmenting it across more blocks makes the signal worse, so the accumulation was never about blocks",1,4
README.md,91,,123155,"of people (variance-explained methods) | 5% carriers at **±50 pp** leave skill on the floor; ≈30% is required `#91` | | Distinguish ""a small group unusually intense about a few things"" ","a structure carried by 5% of people is invisible at ANY strength, and that is what a fetish looks like",1,1
README.md,122,,123424,"l sit inside seed jitter at 3000 swaps per block; **the way out is an external anchor, not a stronger plant** `#122` | | Distinguish memory becoming blurry from a story becoming settled ","保边际的两个种植都太弱,问题停在能力边界;而尾部超出本身是真的",1,0
README.md,120,,123683,"ity at all, so this is a **capability boundary, not a null**; pushing it to 2× needs about **48× the sample** `#120` | | Measure the interaction magnitude directly, without a model | **A","机制分不开,而且原因是真实曲率根本不可分辨;我的两个 gate 又各错了一次",1,0
README.md,105,,123888,ible** — the residual's first moment is margin-determined and identically zero under a margin-preserving null `#105` | | Count dimensions | An estimator with an honest floor cannot count,"the direct measurement is algebraically impossible, which is why `#90` had to be indirect",1,0
