page,pos,token,ctx,fixed_denom,effect_denom,has_interval,candidate
README.md,94362,**9.0%," **9.4% tighter** than an equally-sized random draw (17.7×, after removing the population schedule), while the concrete family is **9.0% more dispersed** (12.1×). **Development is not one kind of thing arriving in order; it is",0,0,0,0
README.md,94781,**33.3%,"gory count | `#135` `#136` | | **For a third of people the map closed at 17; for the rest it opens outward** | In the 29–32 band, **33.3% report no new interest at all after 17**. Among those with later entries, the later-acqui",0,0,0,0
README.md,94949,89%,"after 17**. Among those with later entries, the later-acquired categories are **less connected** to their earlier ones, retaining 89% after stripping rarity at the pair level, with `#114` opposite-signed, and **all five age",0,0,0,0
README.md,95588,**68.4%,"n your own sequence""** | `#133` `#134` | | **The sexual map is largely fixed by the end of adolescence** | Among 29–32 year olds, **68.4% of their own reported interests were acquired before 17**, and the latest one averages **",0,0,0,0
README.md,95846,+4.5%,"easurement, no cross-sectional assumption). Cross-sectionally the category count grows only from 12.4 to 12.9 over fifteen years (+4.5%; cohort-confounded, weaker). **This puts a time boundary on model C: if recursive reshapi",0,0,0,0
README.md,97014,61%,"tal schedule projected onto each person** — **five different definitions of the schedule all explain most of it, sign consistent (61%–104%)**. ⚠ **The magnitude is specification-dependent**: `#148`'s ""80%, exceeding a rando",0,0,0,0
README.md,97018,104%,"schedule projected onto each person** — **five different definitions of the schedule all explain most of it, sign consistent (61%–104%)**. ⚠ **The magnitude is specification-dependent**: `#148`'s ""80%, exceeding a random bas",0,0,0,0
README.md,97085,80%,"s of the schedule all explain most of it, sign consistent (61%–104%)**. ⚠ **The magnitude is specification-dependent**: `#148`'s ""80%, exceeding a random baseline by 44 points at 20.0×"" is **withdrawn** — that baseline was ",0,0,0,0
README.md,97213,−61%," ""80%, exceeding a random baseline by 44 points at 20.0×"" is **withdrawn** — that baseline was **one** random draw (20 draws span −61%..+118%) and the denominator was wrong; the correct reading is **61 ± 44 points = 1.4×, un",0,0,1,0
README.md,97219,+118%," exceeding a random baseline by 44 points at 20.0×"" is **withdrawn** — that baseline was **one** random draw (20 draws span −61%..+118%) and the denominator was wrong; the correct reading is **61 ± 44 points = 1.4×, unresolva",0,0,1,0
README.md,98286,63.30%,"*: at the item level Spearman(rarity, **median** onset) = +0.437, but the median is a **worse** schedule (held-out pairwise order 63.30% vs the mean's 66.70%), and the mean ordering is unrelated to rarity (+0.011). The left-ta",0,0,0,0
README.md,98307,66.70%,"Spearman(rarity, **median** onset) = +0.437, but the median is a **worse** schedule (held-out pairwise order 63.30% vs the mean's 66.70%), and the mean ordering is unrelated to rarity (+0.011). The left-tail explanation is dea",0,0,0,0
README.md,98630,91%," taste, the larger that head start** | −0.0459; **after 1:1 caliper matching on the number of categories answered, −0.0417 (3.1×, 91% retained)**, three matching specifications agreeing at 85–100%, permutation null 17%, pla",0,0,0,0
README.md,98692,100%,"liper matching on the number of categories answered, −0.0417 (3.1×, 91% retained)**, three matching specifications agreeing at 85–100%, permutation null 17%, planted positive control +0.5878. `#114`'s recall bias contributes",0,0,0,0
README.md,98715,17%,"umber of categories answered, −0.0417 (3.1×, 91% retained)**, three matching specifications agreeing at 85–100%, permutation null 17%, planted positive control +0.5878. `#114`'s recall bias contributes 39%. **It reproduces ",0,0,0,0
README.md,98787,39%,"hing specifications agreeing at 85–100%, permutation null 17%, planted positive control +0.5878. `#114`'s recall bias contributes 39%. **It reproduces on a discrete statistic: matched +0.0532, 5.1×**. **And `#150`'s pre-reg",0,0,0,0
README.md,99216,86%,"depend on which statistic I use**. ⚠ But CONSISTENT, not PROVEN: the equivalence bound can only exclude a discrepancy larger than 86% of the effect, and `#151` shows **this release has no instrument that can weld it shut** ",0,1,0,1
README.md,100124,11%,"rests as arriving about nine months earlier** | −0.2000 years per rating sd (**19.8× SE**); a within-category shuffle null is **0–11%** of the effect (`#153`: the original round drew it **once**, and that draw was the small",0,1,0,1
README.md,100257,5.5%,"** of the effect (`#153`: the original round drew it **once**, and that draw was the smallest of 20; the null's realisation sd is 5.5% of the effect); the planted ladder is monotone. **This is the first recall bias directly ",0,1,0,1
README.md,101758,**6%,"remaining preferences are pulled toward whichever came first** | displacement **+0.0339 — 3.1× its own spread**, with the null at **6% of the effect**, positive in 46 of 68 pairs, with a generative positive control firing mo",0,1,0,1
README.md,102587,**37%,"y ladder (positive control: SUBSTANCE against itself r_true = **+1.018**; sham +0.023), **POWER–SUBSTANCE r_true = +0.605**, i.e. **37% shared variance, not 5%**. The pre-registered kill lands in the middle band (0.45 < 0.605",0,0,0,0
README.md,102614,5%," SUBSTANCE against itself r_true = **+1.018**; sham +0.023), **POWER–SUBSTANCE r_true = +0.605**, i.e. **37% shared variance, not 5%**. The pre-registered kill lands in the middle band (0.45 < 0.605 < 0.70) → **UNVERIFIED*",0,0,0,0
README.md,103227,**82.7%,"directions** | abjection and filth ↔ blood, burning, weapons — people who like one end systematically dislike the other | A02 | | **82.7% say ""porn gave me this interest"", and that sentence leaves no trace in either their prefe",0,1,0,1
README.md,103550,10%,"ntration discriminator is null at **8.8× the required power**) · no structural signature (misfit < 0.1 sd, extremity difference < 10%) · it **tracks how much the person ticked overall** (rho **+0.2922** uncontrolled, **+0.2",0,0,0,0
README.md,103690,85%,"**tracks how much the person ticked overall** (rho **+0.2922** uncontrolled, **+0.2523** with all response-style indicators; the ""85% of it is response style"" step is **UNVERIFIED** — every item is erotic content with no re",0,0,0,0
README.md,103905,85%,"th no reverse-keying, so general agreeableness and general erotic endorsement are not separable in this release). ⚠ But the step ""85% of that is response style"" was downgraded to **UNVERIFIED** by `#26` — every item is erot",0,0,0,0
README.md,105089,10%,"t is a symmetric widening, not a subgroup `#99` | | ""The earlier something enters the map, the more central it is"" | **Withdrawn, 10% remains** | That was not time, it was ""people who rate everything highly"" `#115` | | ""The",0,0,0,0
README.md,105284,91%,"hing highly"" `#115` | | ""The trait tracks earlier acquisition age"" | **Withdrawn** | −0.030 against a null of −0.028; the null is 91% of the effect `#102` | | ""The √n accumulation across blocks reflects latent structure"" | ",0,1,0,1
README.md,105590,30%,"-  # What this data cannot do (each measured, not guessed)  | Cannot | The measured bound | |---|---| | See structure carried by ≤30% of people (variance-explained methods) | 5% carriers at **±50 pp** leave skill on the flo",0,0,1,0
README.md,105635,5%," not guessed)  | Cannot | The measured bound | |---|---| | See structure carried by ≤30% of people (variance-explained methods) | 5% carriers at **±50 pp** leave skill on the floor; ≈30% is required `#91` | | Distinguish """,0,0,1,0
README.md,105688,30%,"--| | See structure carried by ≤30% of people (variance-explained methods) | 5% carriers at **±50 pp** leave skill on the floor; ≈30% is required `#91` | | Distinguish ""a small group unusually intense about a few things"" fr",0,0,1,0
README.md,107045,**58%,"| **Say what makes some interests carry more shame than their rarity predicts** | Across the 31 onset categories, rarity explains **58%** of how ashamed a category's holders are (`r` = +0.758). The remaining **42% is real** —",0,0,0,0
README.md,107123,**42%,"* | Across the 31 onset categories, rarity explains **58%** of how ashamed a category's holders are (`r` = +0.758). The remaining **42% is real** — residual sd **0.145** against a per-category sampling floor of **0.029** (**4",0,0,0,0
README.md,111950,**37%,"r (positive control: SUBSTANCE against itself r_true = **+1.018**; sham +0.023), **POWER–SUBSTANCE r_true = +0.605** — they share **37% of variance, not 5%**. The pre-registered kill lands in the middle band (0.45 < 0.605 < 0",0,0,0,0
README.md,111973,5%,"BSTANCE against itself r_true = **+1.018**; sham +0.023), **POWER–SUBSTANCE r_true = +0.605** — they share **37% of variance, not 5%**. The pre-registered kill lands in the middle band (0.45 < 0.605 < 0.70): **UNVERIFIED**",0,0,0,0
README.md,112209,95%,"construct nor confirmed distinct. ⚠ **`#321`: and that is now a resolved intermediate, not a failure to measure** — the bootstrap 95% interval is **[+0.561, +0.659]**, entirely inside the band, so the two share **31–43% of ",0,0,1,0
README.md,112295,43%," not a failure to measure** — the bootstrap 95% interval is **[+0.561, +0.659]**, entirely inside the band, so the two share **31–43% of variance**; the positive control (SUBSTANCE against disjoint halves of itself) recover",0,0,1,0
README.md,113090,31%,"he cross-domain grammar (#49) it carries predictable variance: person-level onset→preference R² = +0.0136 against a −0.0043 null, 31% of the same-domain ceiling after stripping intensity leakage ⚠ **`#358`: the schedule now",0,0,0,0
README.md,113366,19%,"ry means are resolved — span **3.37 y** against a mean bootstrap interval of **0.34 y**, with only **87 of 465 pairs overlapping (19%)** — and the ordering is **not** a rarity artifact (`corr(mean onset, category rarity)` =",0,0,1,0
README.md,114242,95%,"rries structure preference does not: observed top residual eigenvalue 0.959 against a purpose-built rival world at 0.441 ± 0.040 (95% upper 0.532), positive control fires at injection 0.3 and stays silent at 0.0. The attach",0,0,1,0
README.md,114339,80%,"lt rival world at 0.441 ± 0.040 (95% upper 0.532), positive control fires at injection 0.3 and stays silent at 0.0. The attached '80% of the sd' is descriptive, not tested — interests a person does *not* like together were ",0,0,1,0
README.md,116441,85%,"he table does not carry. **[CORRECTED — RETRACTIONS #26, caught by #144]** an earlier version of this page reported ""rho +0.2515, 85% surviving response-style control"" — that pair **appears nowhere in the ledger** and came ",0,0,0,0
README.md,116574,85%," surviving response-style control"" — that pair **appears nowhere in the ledger** and came from a pre-A09 draft of this page. The ""85% is response style"" step is **UNVERIFIED**: every item is erotic content with no reverse-k",0,0,0,0
README.md,116976,**0.88%,outcome measure — phase 3 must be prospective.  **[R07 · breadth](A07_breadth)** — Quantity without shape. A person's set is only **0.88%** more concentrated in coordinate space than a size-matched base-rate set — real (t=−15.5,0,0,0,0
README.md,117100,**24.2%, only **0.88%** more concentrated in coordinate space than a size-matched base-rate set — real (t=−15.5) and negligible. Sets are **24.2%** of the way from chance to perfect nesting. Breadth is moderately one trait (Spearman–Br,0,0,0,0
README.md,117251,13%,from chance to perfect nesting. Breadth is moderately one trait (Spearman–Brown 0.557). **[UNVERIFIED — RETRACTIONS #26]** the '9–13% response style' figure comes from an index that is orthogonal to the POWER axis (+0.024) ,0,0,0,0
README.md,118900,**6.4%,"not CONFIRMED**.  ---  ## How the shared signal accumulates  **[RETRACTIONS #60]** `increment = 0.00723 × √(source domains)` — CV **6.4%** across n=1…31, against 11.2% for log and 51.9% for linear (`#60`), with a permuted-labe",0,0,0,0
README.md,118932,11.2%,"e shared signal accumulates  **[RETRACTIONS #60]** `increment = 0.00723 × √(source domains)` — CV **6.4%** across n=1…31, against 11.2% for log and 51.9% for linear (`#60`), with a permuted-label null of exactly 0.0000 at eve",0,0,0,0
README.md,118950,51.9%,"cumulates  **[RETRACTIONS #60]** `increment = 0.00723 × √(source domains)` — CV **6.4%** across n=1…31, against 11.2% for log and 51.9% for linear (`#60`), with a permuted-label null of exactly 0.0000 at every n. **[MECHANISM",0,0,0,0
README.md,119630,87%,"polated beyond the measured range.  ## Within-block vs cross-domain  **[RETRACTIONS #59]** Two largely independent contributions, 87% additive, both against two exactly-null controls: **cross-block factors +0.0409** (fitted",0,0,0,0
README.md,120228,**71%,".0206** held-out R² over a marginals base, against the person factors' **+0.0289** and a random-neighbour control's **+0.0006** — **71% of the person margin**, on 578,989 held-out cells. **[#58]** Fitted jointly, the two are ",0,0,0,0
README.md,120323,**67%,"-neighbour control's **+0.0006** — **71% of the person margin**, on 578,989 held-out cells. **[#58]** Fitted jointly, the two are **67% the same structure**: combined increment +0.0359 against the person margin's +0.0293, so ",0,0,0,0
README.md,123158,25%,"ional · one instrument · one population (18–32, US/Canada/Europe) · aggressively anonymised, with correlations attenuated roughly 25% by design · every measure self-report. No causal claim in this repository is identified, ",0,0,0,0
README_zh.md,638,1.4%,"01…/A01…/R001_schema/run.py` 会重新下载并重建。  > ### 这一切到底有多大?(`#264`,先读这一段) > 这个项目建立的**每一个**人层维度,**放进同一个模型**去预测同样那 29 个结局, > 联合解释的**中位是 1.4%** —— **最好的一格 7.8%**(`animated`),**羞耻 2.8%**。 > 自由度地板是 **0.14%**,而同一条管道在加入一个故意做强的预测量时能到 **",0,0,0,0
README_zh.md,656,7.8%,"ma/run.py` 会重新下载并重建。  > ### 这一切到底有多大?(`#264`,先读这一段) > 这个项目建立的**每一个**人层维度,**放进同一个模型**去预测同样那 29 个结局, > 联合解释的**中位是 1.4%** —— **最好的一格 7.8%**(`animated`),**羞耻 2.8%**。 > 自由度地板是 **0.14%**,而同一条管道在加入一个故意做强的预测量时能到 **49%** —— > 所以仪器不是瞎",0,0,0,0
README_zh.md,680,2.8%,"### 这一切到底有多大?(`#264`,先读这一段) > 这个项目建立的**每一个**人层维度,**放进同一个模型**去预测同样那 29 个结局, > 联合解释的**中位是 1.4%** —— **最好的一格 7.8%**(`animated`),**羞耻 2.8%**。 > 自由度地板是 **0.14%**,而同一条管道在加入一个故意做强的预测量时能到 **49%** —— > 所以仪器不是瞎的,这些维度也不是噪声:它们是真的、可复现的、跨",0,0,0,0
README_zh.md,697,**0.14%,"64`,先读这一段) > 这个项目建立的**每一个**人层维度,**放进同一个模型**去预测同样那 29 个结局, > 联合解释的**中位是 1.4%** —— **最好的一格 7.8%**(`animated`),**羞耻 2.8%**。 > 自由度地板是 **0.14%**,而同一条管道在加入一个故意做强的预测量时能到 **49%** —— > 所以仪器不是瞎的,这些维度也不是噪声:它们是真的、可复现的、跨仪器的、控制过的,**而且它们很小**。",0,0,0,0
README_zh.md,730,**49%,"*放进同一个模型**去预测同样那 29 个结局, > 联合解释的**中位是 1.4%** —— **最好的一格 7.8%**(`animated`),**羞耻 2.8%**。 > 自由度地板是 **0.14%**,而同一条管道在加入一个故意做强的预测量时能到 **49%** —— > 所以仪器不是瞎的,这些维度也不是噪声:它们是真的、可复现的、跨仪器的、控制过的,**而且它们很小**。 > **两种读法这段话不支持。** 它**不**意味着这些发",0,0,0,0
README_zh.md,834,0.14%,"**,而同一条管道在加入一个故意做强的预测量时能到 **49%** —— > 所以仪器不是瞎的,这些维度也不是噪声:它们是真的、可复现的、跨仪器的、控制过的,**而且它们很小**。 > **两种读法这段话不支持。** 它**不**意味着这些发现是空的(地板是 0.14%,每个维度都过了自己的全族阈值); > 它也**不**意味着性偏好基本随机 —— **1.4% 是这六个坐标的射程,不是可解释性的上限**。 > ⚠ 另外注意排序:**最不可靠**",0,0,0,0
README_zh.md,880,**1.4%,"的,这些维度也不是噪声:它们是真的、可复现的、跨仪器的、控制过的,**而且它们很小**。 > **两种读法这段话不支持。** 它**不**意味着这些发现是空的(地板是 0.14%,每个维度都过了自己的全族阈值); > 它也**不**意味着性偏好基本随机 —— **1.4% 是这六个坐标的射程,不是可解释性的上限**。 > ⚠ 另外注意排序:**最不可靠**的那个仍站着的维度(位置分,0.432)贡献了**最大**的增量 R²(0.715%)。 > ",0,0,0,0
README_zh.md,965,0.715%,".14%,每个维度都过了自己的全族阈值); > 它也**不**意味着性偏好基本随机 —— **1.4% 是这六个坐标的射程,不是可解释性的上限**。 > ⚠ 另外注意排序:**最不可靠**的那个仍站着的维度(位置分,0.432)贡献了**最大**的增量 R²(0.715%)。 > **信度与解释力是两回事 —— 一个量可以稳定地测到一个几乎不影响任何事的东西。** > ⚠ **`#301` `#302`:**样本内 1.4% / 样本外 0.87%",1,0,0,0
README_zh.md,1045,1.4%,"外注意排序:**最不可靠**的那个仍站着的维度(位置分,0.432)贡献了**最大**的增量 R²(0.715%)。 > **信度与解释力是两回事 —— 一个量可以稳定地测到一个几乎不影响任何事的东西。** > ⚠ **`#301` `#302`:**样本内 1.4% / 样本外 0.87%**。留出来算 —— 5 折人层交叉验证,**六个坐标在每一折内部重估** ——同一条流水线的中位是 **0.869%**;坐标固定时是 1.087%,岭+",1,0,0,0
README_zh.md,1056,0.87%,"靠**的那个仍站着的维度(位置分,0.432)贡献了**最大**的增量 R²(0.715%)。 > **信度与解释力是两回事 —— 一个量可以稳定地测到一个几乎不影响任何事的东西。** > ⚠ **`#301` `#302`:**样本内 1.4% / 样本外 0.87%**。留出来算 —— 5 折人层交叉验证,**六个坐标在每一折内部重估** ——同一条流水线的中位是 **0.869%**;坐标固定时是 1.087%,岭+CV 是 1.056%。",1,0,0,0
README_zh.md,1112,**0.869%,"释力是两回事 —— 一个量可以稳定地测到一个几乎不影响任何事的东西。** > ⚠ **`#301` `#302`:**样本内 1.4% / 样本外 0.87%**。留出来算 —— 5 折人层交叉验证,**六个坐标在每一折内部重估** ——同一条流水线的中位是 **0.869%**;坐标固定时是 1.087%,岭+CV 是 1.056%。29 个结局里有 **2 个的留出 R² 为负**。**已发表数字的三分之一以上是拟合。**估计量是 [`CALIBE",1,0,0,0
README_zh.md,1130,1.087%,"测到一个几乎不影响任何事的东西。** > ⚠ **`#301` `#302`:**样本内 1.4% / 样本外 0.87%**。留出来算 —— 5 折人层交叉验证,**六个坐标在每一折内部重估** ——同一条流水线的中位是 **0.869%**;坐标固定时是 1.087%,岭+CV 是 1.056%。29 个结局里有 **2 个的留出 R² 为负**。**已发表数字的三分之一以上是拟合。**估计量是 [`CALIBER.md`](CALIBER.m",1,0,0,0
README_zh.md,1144,1.056%,"西。** > ⚠ **`#301` `#302`:**样本内 1.4% / 样本外 0.87%**。留出来算 —— 5 折人层交叉验证,**六个坐标在每一折内部重估** ——同一条流水线的中位是 **0.869%**;坐标固定时是 1.087%,岭+CV 是 1.056%。29 个结局里有 **2 个的留出 R² 为负**。**已发表数字的三分之一以上是拟合。**估计量是 [`CALIBER.md`](CALIBER.md) 里最大的单个旋钮(**",1,0,0,0
README_zh.md,1293,1.390%," 个的留出 R² 为负**。**已发表数字的三分之一以上是拟合。**估计量是 [`CALIBER.md`](CALIBER.md) 里最大的单个旋钮(**0.52pp**,而每一个分析旋钮都不超过 0.18pp)。两个数都合法,而且回答的不是同一个问题 —— 1.390% 是这六个坐标在**建造它们的那批人**身上解释了多少,0.869% 是它们交到**从没见过的人**身上时兑现多少。 ⚠ **`#356`:而那 1.4% 里有一部分与「这个人报了",0,0,0,0
README_zh.md,1327,0.869%,"估计量是 [`CALIBER.md`](CALIBER.md) 里最大的单个旋钮(**0.52pp**,而每一个分析旋钮都不超过 0.18pp)。两个数都合法,而且回答的不是同一个问题 —— 1.390% 是这六个坐标在**建造它们的那批人**身上解释了多少,0.869% 是它们交到**从没见过的人**身上时兑现多少。 ⚠ **`#356`:而那 1.4% 里有一部分与「这个人报了多少」共线。**把「你填了多少个起始类别」加进六个坐标、对全部 29",0,0,0,0
README_zh.md,1372,1.4%,"52pp**,而每一个分析旋钮都不超过 0.18pp)。两个数都合法,而且回答的不是同一个问题 —— 1.390% 是这六个坐标在**建造它们的那批人**身上解释了多少,0.869% 是它们交到**从没见过的人**身上时兑现多少。 ⚠ **`#356`:而那 1.4% 里有一部分与「这个人报了多少」共线。**把「你填了多少个起始类别」加进六个坐标、对全部 29 个结局做共同性分解:共享成分在 **29 个里有 22 个**为正,中位 **0.3",0,0,0,0
README_zh.md,1492,18.2%,"`#356`:而那 1.4% 里有一部分与「这个人报了多少」共线。**把「你填了多少个起始类别」加进六个坐标、对全部 29 个结局做共同性分解:共享成分在 **29 个里有 22 个**为正,中位 **0.345pp** —— **相当于中位结局已解释方差的 18.2%** —— 而且结局越好解释,这个成分越大(`r` = **+0.609**)。把广度代理换成块覆盖数后它仍在(25/29 为正;两个代理的共享向量相关 **+0.892**)。⚠",0,0,0,0
README_zh.md,2903,86%,"*已验**(起始仪器 +0.1384) | +0.0830 | ~8–10/31  ⚠ **`#259`:这一行与宽度类型 c3 那一行高度重叠** —— 两者的结局剖面相关 **+0.7826**,而衰减上限是 0.9142 ± 0.0171,即**上限的 86%**;低于上限是可分辨的(7.7 个展布),但绝对差只有 0.13。保留两行是因为残差可分辨,不是因为它们独立。 | 勾选数在起始仪器上几乎不存在(+0.0428) | | **宽",0,0,1,0
README_zh.md,3859,**59.6%,"· 大五全部五个 · 无力感 · 心理疾病与童年逆境标记 · 成长环境 · 关系风格 · 童年性别容忍度 · 政治 · 异性恋 · 超重 · 性伴数 · 勾选类别总数 · 色情消费习惯 · 作答诚实度),在羞耻上做共同性分解:`c3⁻` 只保住自己 R² 的 **59.6%**(唯一 0.996pp / 单独 1.671pp;共享 **+0.674pp**,整行置换零 +0.007 ± 0.017)。**20 个里 13 个单独越过自己的置换阈**,",0,1,1,0
README_zh.md,3970,18.9%,"解:`c3⁻` 只保住自己 R² 的 **59.6%**(唯一 0.996pp / 单独 1.671pp;共享 **+0.674pp**,整行置换零 +0.007 ± 0.017)。**20 个里 13 个单独越过自己的置换阈**,但**没有任何一个吃掉超过 18.9%**(性伴数),其后外向性 14.9%、年龄 8.8%、神经质 8.3%、无力感 7.3%。**最大的五口方向完全一致**:更年轻 · 性经验更少 · 更不外向 · 更焦虑 · 更",0,0,1,0
README_zh.md,3989,14.9%,"**59.6%**(唯一 0.996pp / 单独 1.671pp;共享 **+0.674pp**,整行置换零 +0.007 ± 0.017)。**20 个里 13 个单独越过自己的置换阈**,但**没有任何一个吃掉超过 18.9%**(性伴数),其后外向性 14.9%、年龄 8.8%、神经质 8.3%、无力感 7.3%。**最大的五口方向完全一致**:更年轻 · 性经验更少 · 更不外向 · 更焦虑 · 更觉得没有主动权,合起来带着这条路上约 ",0,0,1,0
README_zh.md,3998,8.8%,"(唯一 0.996pp / 单独 1.671pp;共享 **+0.674pp**,整行置换零 +0.007 ± 0.017)。**20 个里 13 个单独越过自己的置换阈**,但**没有任何一个吃掉超过 18.9%**(性伴数),其后外向性 14.9%、年龄 8.8%、神经质 8.3%、无力感 7.3%。**最大的五口方向完全一致**:更年轻 · 性经验更少 · 更不外向 · 更焦虑 · 更觉得没有主动权,合起来带着这条路上约 40% 的羞耻;",0,0,1,0
README_zh.md,4007,8.3%,"pp / 单独 1.671pp;共享 **+0.674pp**,整行置换零 +0.007 ± 0.017)。**20 个里 13 个单独越过自己的置换阈**,但**没有任何一个吃掉超过 18.9%**(性伴数),其后外向性 14.9%、年龄 8.8%、神经质 8.3%、无力感 7.3%。**最大的五口方向完全一致**:更年轻 · 性经验更少 · 更不外向 · 更焦虑 · 更觉得没有主动权,合起来带着这条路上约 40% 的羞耻;**剩下的 60%",0,0,1,0
README_zh.md,4016,7.3%,".671pp;共享 **+0.674pp**,整行置换零 +0.007 ± 0.017)。**20 个里 13 个单独越过自己的置换阈**,但**没有任何一个吃掉超过 18.9%**(性伴数),其后外向性 14.9%、年龄 8.8%、神经质 8.3%、无力感 7.3%。**最大的五口方向完全一致**:更年轻 · 性经验更少 · 更不外向 · 更焦虑 · 更觉得没有主动权,合起来带着这条路上约 40% 的羞耻;**剩下的 60%,这二十个量合起来",0,0,1,0
README_zh.md,4084,40%,"*,但**没有任何一个吃掉超过 18.9%**(性伴数),其后外向性 14.9%、年龄 8.8%、神经质 8.3%、无力感 7.3%。**最大的五口方向完全一致**:更年轻 · 性经验更少 · 更不外向 · 更焦虑 · 更觉得没有主动权,合起来带着这条路上约 40% 的羞耻;**剩下的 60%,这二十个量合起来也认不出来。** ⚠ **`#367`:那 40% 是**一个**维度,不是二十个 —— 但上面那句话里有一半是修辞。** 按 `c3",0,0,0,0
README_zh.md,4098,60%,"过 18.9%**(性伴数),其后外向性 14.9%、年龄 8.8%、神经质 8.3%、无力感 7.3%。**最大的五口方向完全一致**:更年轻 · 性经验更少 · 更不外向 · 更焦虑 · 更觉得没有主动权,合起来带着这条路上约 40% 的羞耻;**剩下的 60%,这二十个量合起来也认不出来。** ⚠ **`#367`:那 40% 是**一个**维度,不是二十个 —— 但上面那句话里有一半是修辞。** 按 `c3⁻` 对齐符号后,五个量之间",0,0,0,0
README_zh.md,4132,40%,"、神经质 8.3%、无力感 7.3%。**最大的五口方向完全一致**:更年轻 · 性经验更少 · 更不外向 · 更焦虑 · 更觉得没有主动权,合起来带着这条路上约 40% 的羞耻;**剩下的 60%,这二十个量合起来也认不出来。** ⚠ **`#367`:那 40% 是**一个**维度,不是二十个 —— 但上面那句话里有一半是修辞。** 按 `c3⁻` 对齐符号后,五个量之间 **10/10 非对角全为正**(中位 +0.092),PC1 份",0,0,0,0
README_zh.md,4227,**28.9%," 60%,这二十个量合起来也认不出来。** ⚠ **`#367`:那 40% 是**一个**维度,不是二十个 —— 但上面那句话里有一半是修辞。** 按 `c3⁻` 对齐符号后,五个量之间 **10/10 非对角全为正**(中位 +0.092),PC1 份额 **28.9%**,对着 offset 零 **20.88% ± 0.23%**(+35 sd)。**这个零不是零** —— 按共同目标对齐符号本身会**诱导**一个下限,所以零由「合成五个量,",0,1,1,0
README_zh.md,4249,**20.88%,"⚠ **`#367`:那 40% 是**一个**维度,不是二十个 —— 但上面那句话里有一半是修辞。** 按 `c3⁻` 对齐符号后,五个量之间 **10/10 非对角全为正**(中位 +0.092),PC1 份额 **28.9%**,对着 offset 零 **20.88% ± 0.23%**(+35 sd)。**这个零不是零** —— 按共同目标对齐符号本身会**诱导**一个下限,所以零由「合成五个量,各自与 `c3⁻` 的相关等于实测 \|r\|",0,1,1,0
README_zh.md,4260,0.23%,"那 40% 是**一个**维度,不是二十个 —— 但上面那句话里有一半是修辞。** 按 `c3⁻` 对齐符号后,五个量之间 **10/10 非对角全为正**(中位 +0.092),PC1 份额 **28.9%**,对着 offset 零 **20.88% ± 0.23%**(+35 sd)。**这个零不是零** —— 按共同目标对齐符号本身会**诱导**一个下限,所以零由「合成五个量,各自与 `c3⁻` 的相关等于实测 \|r\|,其余独立」构造",0,1,1,0
README_zh.md,4366,59.6%,",对着 offset 零 **20.88% ± 0.23%**(+35 sd)。**这个零不是零** —— 按共同目标对齐符号本身会**诱导**一个下限,所以零由「合成五个量,各自与 `c3⁻` 的相关等于实测 \|r\|,其余独立」构造。**一个真单因子给 59.6%,所以这条共同线是真的,但很薄。** 而这**一个** PC1 拿走 `c3⁻` 那份羞耻的 **37.1%**,全二十个拿走 40.4% —— **一个维度做掉二十个变量 92%",0,0,1,0
README_zh.md,4418,**37.1%,"— 按共同目标对齐符号本身会**诱导**一个下限,所以零由「合成五个量,各自与 `c3⁻` 的相关等于实测 \|r\|,其余独立」构造。**一个真单因子给 59.6%,所以这条共同线是真的,但很薄。** 而这**一个** PC1 拿走 `c3⁻` 那份羞耻的 **37.1%**,全二十个拿走 40.4% —— **一个维度做掉二十个变量 92% 的活**;对照是随机 5 元组的 **8.3% ± 7.7%**(超过 300 次抽取的全部,+3.8 s",0,0,1,0
README_zh.md,4435,40.4%,"导**一个下限,所以零由「合成五个量,各自与 `c3⁻` 的相关等于实测 \|r\|,其余独立」构造。**一个真单因子给 59.6%,所以这条共同线是真的,但很薄。** 而这**一个** PC1 拿走 `c3⁻` 那份羞耻的 **37.1%**,全二十个拿走 40.4% —— **一个维度做掉二十个变量 92% 的活**;对照是随机 5 元组的 **8.3% ± 7.7%**(超过 300 次抽取的全部,+3.8 sd),这是「在同一份数据上挑出",0,0,1,0
README_zh.md,4458,92%,"`c3⁻` 的相关等于实测 \|r\|,其余独立」构造。**一个真单因子给 59.6%,所以这条共同线是真的,但很薄。** 而这**一个** PC1 拿走 `c3⁻` 那份羞耻的 **37.1%**,全二十个拿走 40.4% —— **一个维度做掉二十个变量 92% 的活**;对照是随机 5 元组的 **8.3% ± 7.7%**(超过 300 次抽取的全部,+3.8 sd),这是「在同一份数据上挑出来的五个」所必需的零。 ⚠ **要收回的是",0,0,1,0
README_zh.md,4479,**8.3%,"余独立」构造。**一个真单因子给 59.6%,所以这条共同线是真的,但很薄。** 而这**一个** PC1 拿走 `c3⁻` 那份羞耻的 **37.1%**,全二十个拿走 40.4% —— **一个维度做掉二十个变量 92% 的活**;对照是随机 5 元组的 **8.3% ± 7.7%**(超过 300 次抽取的全部,+3.8 sd),这是「在同一份数据上挑出来的五个」所必需的零。 ⚠ **要收回的是**:「方向一致」本身几乎不含信息 —— 20 ",0,0,1,0
