round,artifact,rows,arm_col,seed_col,spread_cols,verdict,why
R003_derivation_or_measurement,three_quantities_one_machine__three.csv,12,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R003_derivation_or_measurement,type_or_restructuring__grid.csv,140,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R003_derivation_or_measurement,was_the_mechanism_already_in_the_ledger__arms.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R003_derivation_or_measurement,what_are_the_extra_dimensions__canon.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R003_derivation_or_measurement,what_versus_when_same_design__matched_k.csv,8,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R003_derivation_or_measurement,which_line_is_the_real_one__gender_control.csv,10,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R003_derivation_or_measurement,which_line_is_the_real_one__grid.csv,6,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R003_derivation_or_measurement,why_does_the_effect_shrink__grid.csv,16,-,reps,real_se,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,actionable.csv,51,-,-,any_cite_has_precision,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,after.csv,112,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,backtest.csv,30,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,backtest_the_gate__backtest.csv,30,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,backtest_the_gate__triage_blocked.csv,5,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,before.csv,112,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,control_at_dedup.csv,1,-,replaced_by,-,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R004_does_leakage_need_a_noisy_covariat,does_leakage_need_a_noisy_covariate__leak_mechanism.csv,84,-,seed,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,does_leakage_need_a_noisy_covariate__paired_vs_baseline.csv,4,-,-,paired_sd,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,does_the_public_face_promise_precision__line_level.csv,48,-,-,any_cite_has_precision,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,does_the_public_face_promise_precision__public_face.csv,70,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,does_the_public_face_promise_precision__triage.csv,31,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,is_it_its_own_home__own_home.csv,70,-,-,n_cited,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,line_level.csv,336,-,-,any_cite_has_precision,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,literals_printed_as_results__handwritten_candidates.csv,28,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,literals_printed_as_results__printed_literals.csv,74,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,literals_printed_as_results__stating_own_result.csv,45,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,naked_number_lines.csv,307,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,named_defects_still_live__after.csv,20,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,named_defects_still_live__before.csv,25,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,named_defects_still_live__named_defects.csv,20,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,numbers_that_left_the_page__control_at_dedup.csv,1,-,-,-,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R004_does_leakage_need_a_noisy_covariat,numbers_that_left_the_page__left_head1.csv,1,-,-,-,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R004_does_leakage_need_a_noisy_covariat,public_face.csv,387,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,qualifiers_stripped_from_surviving_numbers__backtest.csv,30,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,qualifiers_stripped_from_surviving_numbers__naked_number_lines.csv,40,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,the_seventeen_uncited_lines__notation_recheck.csv,17,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,the_seventeen_uncited_lines__uncited_triage.csv,17,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,the_tenth_guard_and_a_census__artifact_scan.csv,159,-,seed_col,spread_cols,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,the_tenth_guard_and_a_census__ledger_census.csv,167,-,-,has_ci,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,triage.csv,201,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,triage_the_forty_naked_numbers__transport_list.csv,37,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,triage_the_forty_naked_numbers__triage.csv,86,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,two_denominators_for_three_headline_claims__c100_grid.csv,8,-,seed,r_half_sd,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,two_denominators_for_three_headline_claims__c100_r147_full_grid_8seeds.csv,24,-,seed,r_half_sd,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,two_denominators_for_three_headline_claims__c159_edges.csv,8,-,seed,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,two_denominators_for_three_headline_claims__c163_retention.csv,8,-,seed,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,two_denominators_for_three_headline_claims__two_denominators.csv,5,-,sd_realization,"n_seeds,sd_realization,se_mean",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,widen_the_window__transport_list_entry_window.csv,70,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R004_does_leakage_need_a_noisy_covariat,widen_the_window__widened.csv,86,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,bootstrap_the_whole_curve__curve_family.csv,5,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,breadth_as_a_subject__breadth_panel.csv,20,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,category_drift_across_age_bands__drift.csv,30,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,content_residual_against_shame__terms.csv,4,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,curveball_on_the_main_delta__main_three_nulls.csv,3,-,-,null_sd,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,delta_dose_curve_over_censoring__dose.csv,4,-,sd,x_sd_median,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,delta_inside_the_residual__shares.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,desex_the_content_score__desex.csv,20,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,developmental_window_or_sequence_position__grid.csv,8,-,split,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,discriminant_panel__panel.csv,20,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,discriminant_panel__panel_S.csv,20,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,do_the_loadings_replicate__replication.csv,320,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,doubly_constrained_null__double.csv,1,-,-,-,NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R005_shame_and_the_position,early_half_or_late_half__halves.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,early_half_or_late_half_slope__halves.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,is_animated_written_one_axis__axis.csv,2,-,-,"sd_S(位置),sd_Cres(内容),sd_rho_i(何时)",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,is_breadth_acquiescence__pairs.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,is_it_just_item_count__strata.csv,6,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,is_it_recall_distance__strata.csv,7,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,is_it_shame_or_a_general_factor__factor.csv,5,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,is_the_loo_shape_a_sampling_fact__attrib.csv,3,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,look_at_the_loadings__loadings.csv,520,-,-,endorse_rate,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,matched_conditioning_both_sides__matched.csv,8,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,nomological_profiles__itemwise.csv,18,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,nomological_profiles__profiles.csv,5,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,non_likert_panel__nonlikert.csv,12,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,pairwise_block_pc_correlations__pairwise.csv,432,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,per_category_decomposition__loo.csv,31,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,per_category_decomposition__per_cat.csv,31,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,raw_content_or_algebra__abc.csv,21,-,sd_c,sd_c,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,reliability_band__band.csv,8,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,representation_or_live__groups.csv,20,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,rerun_with_the_original_code__rerun.csv,3,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,rho_i_against_twenty_outcomes__panel.csv,20,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,rho_panel_controlling_age__age_controlled.csv,21,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,rho_panel_controlling_age__by_band.csv,5,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,shame_and_the_position__grid.csv,8,-,-,boot_sd,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,shame_and_the_position__spec_curve.csv,14,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,ten_outcomes_three_terms__three_terms.csv,20,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,the_distribution_of_rho_i__rho_dist.csv,8,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,the_second_item_direction__second_dir.csv,31,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,three_nulls_on_the_late_half__three_nulls.csv,3,-,-,null_sd,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,three_predictors_one_outcome__three.csv,5,-,-,"sd_S(位置),sd_Cres(内容),sd_rho_i(何时)",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,two_loading_vectors__vectors.csv,20,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,two_nulls_one_quantity__null_scan.csv,63,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,two_nulls_one_quantity__two_nulls.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,where_is_the_turning_point__sweep.csv,11,-,-,"lo_sd,hi_sd",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,which_categories_carry_the_late_half__conc.csv,5,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,within_person_slope__intercept.csv,4,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,within_person_slope__slope.csv,4,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R005_shame_and_the_position,within_person_split_at_14__split14.csv,2,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,align_the_block_signs_and_see_who_it_hurts__aligned_vs_not.csv,2,-,-,rel_sd,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,content_structure_by_position_tertile__tertiles.csv,3,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,delta_as_a_function_of_when_you_got_your_eighth__delta_by_a8.csv,5,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,do_the_breadth_types_predict_different_things__components.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,do_the_breadth_types_predict_different_things__profile_pairs.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,does_it_survive_rating_residualisation__rating_residualised.csv,2,-,sd_early,"sd_early,sd_late",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,does_shame_attach_only_to_the_transgressive_half__halves_vs_shame.csv,2,-,-,boot_sd,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,dose_response_for_the_person_signal__dose_response.csv,6,-,-,"block_sd,onset_sd",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,early_versus_late_acquired_rarity__early_vs_late.csv,2,-,sd_alone,"sd_alone,sd_joint",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,is_the_advantage_only_in_large_samples__halves.csv,16,-,seed,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,rebuild_the_shape_on_the_onset_instrument__onset_subspace.csv,4,-,rep,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,recheck_the_retraction_with_the_better_instrument__recheck.csv,2,-,sd_u,sd_u,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,scan_the_ledger_for_false_negative_risk__candidates.csv,17,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,selection_amplification_or_heterogeneity__selection_test.csv,3,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,the_als_loading_as_a_person_variable__panel.csv,31,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,the_contrast_on_a_disjoint_instrument__cross_instrument.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R006_尺子装对之后_第三个维度的正名是_breadth_而_189_的三个,the_rate_curve_and_whether_it_is_a_surface__rate_curve.csv,8,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R007_对什么都说是_的人_其实不是对什么都说是,are_c3_and_D_the_same_thing__c3_vs_D.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R007_对什么都说是_的人_其实不是对什么都说是,do_the_breadth_types_survive_three_controls__three_controls.csv,3,-,-,"before_sd,after_sd",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R007_对什么都说是_的人_其实不是对什么都说是,does_breadth_have_block_level_structure__loading_spectrum.csv,32,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R007_对什么都说是_的人_其实不是对什么都说是,per_person_profile_strength__clarity.csv,1,-,sd_shame,"n_hit_sd,sd_shame",NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R007_对什么都说是_的人_其实不是对什么都说是,reissue_the_public_counts_with_the_seed_layer__reissued_counts.csv,3,-,seed_sd,"seed_sd,thr_sd",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R007_对什么都说是_的人_其实不是对什么都说是,subtractive_power_for_the_four__subtractive_power.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R007_对什么都说是_的人_其实不是对什么都说是,transgressive_half_on_the_onset_instrument__c3_vs_onset_halves.csv,2,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R008_宽度有形状_而它的第一个名字是_体液,does_the_profile_sharpen_with_shame__shame_tertiles.csv,3,-,rep,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R008_宽度有形状_而它的第一个名字是_体液,is_the_breadth_profile_one_dimension_or_several__block_loadings.csv,32,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R008_宽度有形状_而它的第一个名字是_体液,is_the_breadth_profile_one_dimension_or_several__spectrum.csv,32,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R008_宽度有形状_而它的第一个名字是_体液,two_levels_one_mechanism_or_two__two_levels.csv,2,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R009_一个计数的宽度_不来自分数有多强,clear_211_on_the_intersection__cap_decomposition.csv,4,-,-,"d_capped_sd,d_uncapped_sd",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R009_一个计数的宽度_不来自分数有多强,does_rate_have_its_own_outcome_profile__rate_vs_rho_profiles.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R009_一个计数的宽度_不来自分数有多强,early_or_remembers_early__adjusted_grouping.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R009_一个计数的宽度_不来自分数有多强,guard_12_and_the_intersection_retest__intersection_retest.csv,3,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R009_一个计数的宽度_不来自分数有多强,guard_13_and_the_hand_written_direction_census__hand_written_directions.csv,5,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R009_一个计数的宽度_不来自分数有多强,how_wide_is_n_over_31__count_width.csv,6,-,-,"n_sd,thr_sd",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R009_一个计数的宽度_不来自分数有多强,rate_and_delta_from_disjoint_categories__cross_half_curve.csv,6,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R009_一个计数的宽度_不来自分数有多强,which_clock_is_delta_a_function_of__clocks.csv,5,-,sd_joint,sd_joint,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R010_这个项目花最多力气去证明的那个量_不是它手里最结实的那个,c3_orthogonal_to_D__c3_perp_D.csv,1,-,seed_sd,"seed_sd,thr_sd",NO_SPREAD,真实臂在 artifact 里只有一行 —— 没有实现展布
R010_这个项目花最多力气去证明的那个量_不是它手里最结实的那个,guard_11_seed_layer_and_rescan__only_threshold.csv,5,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R010_这个项目花最多力气去证明的那个量_不是它手里最结实的那个,identity_drift_subrule__four_ends.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R010_这个项目花最多力气去证明的那个量_不是它手里最结实的那个,let_the_data_name_it__name_candidates.csv,11,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R010_这个项目花最多力气去证明的那个量_不是它手里最结实的那个,present_other_versus_not__groups.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R010_这个项目花最多力气去证明的那个量_不是它手里最结实的那个,regress_out_the_named_candidate__after_regressing_out.csv,3,-,seed_sd,"seed_sd,thr_sd",UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R010_这个项目花最多力气去证明的那个量_不是它手里最结实的那个,the_person_level_dimension_table__dimension_table.csv,8,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R011_把所有关于_一个人是谁_的东西加起来_平均只说中百分之一点四,guard_14__four_ends.csv,4,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R011_把所有关于_一个人是谁_的东西加起来_平均只说中百分之一点四,joint_r2_of_the_standing_dimensions__joint_r2.csv,29,-,sd,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R011_把所有关于_一个人是谁_的东西加起来_平均只说中百分之一点四,partial_disattenuation_done_right__disattenuated.csv,2,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R011_把所有关于_一个人是谁_的东西加起来_平均只说中百分之一点四,residual_spectrum_after_six_coordinates__residual_spectrum.csv,8,-,-,off_sd,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
R011_把所有关于_一个人是谁_的东西加起来_平均只说中百分之一点四,which_layer_gives_out_first__which_layer.csv,3,-,-,-,UNVERIFIED,"有多行且取值不同 —— 但""有展布""不等于""头条数字有误差棒"""
